song,performer,instance,chart_date,time_on_chart,song_length_ms,song_length_mins
Here We Go,Trina,1.0,2005-10-08,20,230973,3.84955
Better Days,Goo Goo Dolls,1.0,2005-10-08,20,213266,3.5544333333333333
Stricken,Disturbed,3.0,2005-10-08,3,245226,4.0871
Billy's Got His Beer Goggles On,Neal McCoy,1.0,2005-10-08,9,219026,3.6504333333333334
Like We Never Loved At All,Faith Hill,1.0,2005-10-08,21,257693,4.294883333333333
One Wish,Ray J,1.0,2005-10-08,25,337640,5.6273333333333335
Twisted Transistor,Korn,2.0,2005-10-15,11,188933,3.1488833333333335
Presidential,YoungBloodZ,3.0,2005-10-15,12,241120,4.018666666666666
I Don't Care,Ricky Martin,1.0,2005-10-15,5,228480,3.808
Big Blue Note,Toby Keith,1.0,2005-10-15,12,177240,2.954
Tequila Makes Her Clothes Fall Off,Joe Nichols,1.0,2005-10-15,19,187053,3.11755
There It Go! (The Whistle Song),Juelz Santana,1.0,2005-10-15,24,180493,3.0082166666666668
Stickwitu,The Pussycat Dolls,1.0,2005-10-22,26,207506,3.4584333333333332
If It's Lovin' That You Want,Rihanna,1.0,2005-10-22,20,208106,3.4684333333333335
Don't Forget About Us,Mariah Carey,1.0,2005-10-22,21,233866,3.8977666666666666
Juicebox,The Strokes,1.0,2005-10-22,1,194573,3.2428833333333333
Good Ride Cowboy,Garth Brooks,2.0,2005-10-22,14,194680,3.244666666666667
Must Be Doin' Somethin' Right,Billy Currington,1.0,2005-10-22,20,269586,4.4931
Pretty Vegas,INXS,3.0,2005-10-22,6,205413,3.42355
Boondocks,Little Big Town,1.0,2005-10-29,20,272346,4.5391
Heard 'Em Say,Kanye West,1.0,2005-10-29,16,203733,3.39555
Only,Nine Inch Nails,2.0,2005-10-29,8,263093,4.384883333333334
Precious,Depeche Mode,1.0,2005-10-29,3,250160,4.169333333333333
And I,Ciara,1.0,2005-10-29,1,233840,3.8973333333333335
Miss Me Baby,Chris Cagle,2.0,2005-10-29,14,234653,3.9108833333333335
"Dance, Dance",Fall Out Boy,1.0,2005-11-05,31,180266,3.0044333333333335
Don't Bother,Shakira,2.0,2005-11-05,9,257026,4.283766666666667
Luxurious,Gwen Stefani,1.0,2005-11-05,20,264920,4.415333333333334
She Let Herself Go,George Strait,1.0,2005-11-05,19,198213,3.30355
Turn It Up,Chamillionaire,1.0,2005-11-05,20,274226,4.570433333333333
L.O.V.E.,Ashlee Simpson,2.0,2005-11-05,18,153053,2.550883333333333
Can I Have It Like That,Pharrell,1.0,2005-11-05,8,235360,3.9226666666666667
Hypnotize,System Of A Down,2.0,2005-11-05,15,189440,3.1573333333333333
Hustler's Ambition,50 Cent,1.0,2005-11-05,5,237613,3.9602166666666667
Hung Up,Madonna,1.0,2005-11-05,20,337733,5.6288833333333335
Honky Tonk Badonkadonk,Trace Adkins,1.0,2005-11-05,20,241133,4.018883333333333
DOA,Foo Fighters,1.0,2005-11-12,12,252106,4.201766666666667
You're Beautiful,James Blunt,1.0,2005-11-12,38,209493,3.49155
Bat Country,Avenged Sevenfold,1.0,2005-11-12,15,311813,5.196883333333333
Window Shopper,50 Cent,1.0,2005-11-12,11,191813,3.1968833333333335
Fireman,Lil Wayne,1.0,2005-11-19,17,263546,4.392433333333333
Check On It,Beyonce,1.0,2005-11-19,28,210453,3.50755
Grillz,Nelly,1.0,2005-11-19,28,271160,4.519333333333333
Save Me,Shinedown,1.0,2005-11-19,11,213933,3.56555
"Jesus, Take The Wheel",Carrie Underwood,1.0,2005-11-19,24,226493,3.7748833333333334
Be Without You,Mary J. Blige,1.0,2005-11-26,33,246333,4.10555
Kryptonite (I'm On It),Purple Ribbon All-Stars,1.0,2005-11-26,19,273000,4.55
When I'm Gone,Eminem,1.0,2005-11-26,17,281120,4.685333333333333
Confessions Of A Broken Heart (Daughter To Father),Lindsay Lohan,2.0,2005-11-26,7,220800,3.68
(I Never Promised You A) Rose Garden,Martina McBride,1.0,2005-12-03,2,195400,3.256666666666667
Rompe,Daddy Yankee,1.0,2005-12-03,28,188626,3.1437666666666666
Comin' To Your City,Big,2.0,2005-12-03,6,207133,3.4522166666666667
Just Might (Make Me Believe),Sugarland,1.0,2005-12-03,16,247800,4.13
My Old Friend,Tim McGraw,2.0,2005-12-03,13,217066,3.617766666666667
Gotta Go,Trey Songz,1.0,2005-12-03,18,247053,4.11755
When I Get Where I'm Going,Brad Paisley,1.0,2005-12-03,20,247053,4.11755
Unpredictable,Jamie Foxx,1.0,2005-12-03,22,219866,3.664433333333333
Rodeo,Juvenile,1.0,2005-12-10,19,237946,3.9657666666666667
Looking For You,Kirk Franklin,1.0,2005-12-10,20,246560,4.109333333333334
Rakata,Wisin,1.0,2005-12-10,5,172680,2.878
Unwritten,Natasha Bedingfield,1.0,2005-12-10,42,259333,4.322216666666667
So Sick,Ne-Yo,1.0,2005-12-10,25,207186,3.4531
Kerosene,Miranda Lambert,2.0,2005-12-17,16,185800,3.0966666666666667
Welcome 2 Detroit,Trick-Trick,1.0,2005-12-17,1,285453,4.75755
Everytime We Touch,Cascada,1.0,2005-12-17,31,197124,3.2854
Hit The Floor,Twista,2.0,2005-12-17,6,217466,3.624433333333333
Ella Y Yo,Aventura,1.0,2005-12-17,1,267786,4.4631
Nasty Girl,The Notorious B.I.G.,1.0,2005-12-17,15,286186,4.7697666666666665
Amor Eterno,Cristian Castro,1.0,2005-12-24,1,193240,3.220666666666667
Your Man,Josh Turner,2.0,2005-12-24,20,211893,3.53155
Perfect Situation,Weezer,1.0,2005-12-24,17,254333,4.238883333333333
Shake That,Eminem,1.0,2005-12-24,21,274440,4.574
Touch It,Busta Rhymes,1.0,2005-12-24,23,214960,3.582666666666667
Fresh Azimiz,Bow Wow,1.0,2005-12-24,20,271133,4.518883333333333
Believe,Brooks,2.0,2005-12-24,20,338520,5.642
Tonight I Wanna Cry,Keith Urban,1.0,2005-12-31,20,259506,4.3251
I'm N Luv (Wit A Stripper),T-Pain,1.0,2005-12-31,20,239413,3.9902166666666665
Georgia,Ludacris,1.0,2005-12-31,9,261293,4.354883333333333
She Don't Tell Me To,Montgomery Gentry,2.0,2005-12-31,16,187213,3.120216666666667
Yo (Excuse Me Miss),Chris Brown,1.0,2005-12-31,21,229040,3.8173333333333335
Who I Am Hates Who I've Been,Relient K,1.0,2006-01-07,11,232266,3.8711
Dare,Gorillaz,3.0,2006-01-07,5,244999,4.083316666666667
My Hood,Young Jeezy,3.0,2006-01-07,10,240186,4.0031
The Ghost Of You,My Chemical Romance,1.0,2006-01-14,1,194253,3.23755
Temperature,Sean Paul,1.0,2006-01-21,31,218573,3.6428833333333333
Ever The Same,Rob Thomas,1.0,2006-01-21,20,256600,4.276666666666666
Get Drunk And Be Somebody,Toby Keith,1.0,2006-01-21,20,178840,2.9806666666666666
"Lean Wit It, Rock Wit It",Dem Franchize Boyz,1.0,2006-01-21,25,229813,3.830216666666667
Walk Away,Kelly Clarkson,1.0,2006-01-21,29,189306,3.1551
We Belong Together,Gavin DeGraw,1.0,2006-01-28,3,328480,5.474666666666667
Upside Down,Jack Johnson,1.0,2006-01-28,20,209546,3.4924333333333335
Cheatin',Sara Evans,1.0,2006-01-28,12,205720,3.4286666666666665
Nobody But Me,Blake Shelton,2.0,2006-01-28,14,158706,2.6451
Living In Fast Forward,Kenny Chesney,1.0,2006-01-28,17,211893,3.53155
Who Says You Can't Go Home,Bon Jovi,1.0,2006-01-28,26,230280,3.838
Oh Yes (aka 'Postman'),Juelz Santana,1.0,2006-01-28,11,181200,3.02
Lights And Sounds,Yellowcard,1.0,2006-02-04,10,208186,3.4697666666666667
Ms. New Booty,Bubba Sparxxx,1.0,2006-02-04,24,252653,4.210883333333333
Beep,The Pussycat Dolls,1.0,2006-02-04,20,229360,3.8226666666666667
Get'cha Head In The Game,Andrew Seeley,1.0,2006-02-04,5,140400,2.34
King Without A Crown,Matisyahu,1.0,2006-02-04,14,222386,3.7064333333333335
Breaking Free,Zac Efron,1.0,2006-02-04,11,206000,3.433333333333333
Love,Keyshia Cole,1.0,2006-02-04,19,255333,4.25555
Stick To The Status Quo,High School Musical Cast,1.0,2006-02-11,2,268413,4.47355
What I've Been Looking For,Lucas Grabeel,1.0,2006-02-11,3,125493,2.09155
Bop To The Top,Lucas Grabeel,1.0,2006-02-11,2,149026,2.4837666666666665
We're All In This Together,High School Musical Cast,1.0,2006-02-11,4,231426,3.8571
When There Was Me And You,Vanessa Anne Hudgens,1.0,2006-02-11,1,180000,3.0
What I've Been Looking For (Reprise),Andrew Seeley,1.0,2006-02-11,1,73800,1.23
Goodbye For Now,P.O.D.,1.0,2006-02-11,2,272546,4.542433333333333
Move Along,The All-American Rejects,1.0,2006-02-11,39,238880,3.981333333333333
Start Of Something New,Zac Efron,1.0,2006-02-11,4,198000,3.3
Crash,Gwen Stefani,1.0,2006-02-11,8,246613,4.110216666666667
Goodbye My Lover,James Blunt,2.0,2006-02-18,4,258653,4.310883333333333
What Hurts The Most,Rascal Flatts,1.0,2006-02-18,51,214106,3.568433333333333
For You I Will (Confidence),Teddy Geiger,1.0,2006-02-18,20,227000,3.783333333333333
Betcha Can't Do It Like Me,D4L,1.0,2006-02-18,8,220466,3.6744333333333334
In My Mind,Heather Headley,1.0,2006-02-18,15,245946,4.0991
SOS,Rihanna,1.0,2006-02-25,28,238920,3.982
Over My Head (Cable Car),The Fray,1.0,2006-02-25,42,236266,3.9377666666666666
Girl Next Door,Saving Jane,1.0,2006-02-25,20,203253,3.38755
Touch The Sky,Kanye West,1.0,2006-02-25,9,236600,3.9433333333333334
Bad Day,Daniel Powter,1.0,2006-02-25,32,233640,3.894
Talk,Coldplay,2.0,2006-02-25,6,311291,5.188183333333333
Stupid Girls,P!nk,1.0,2006-02-25,16,197173,3.286216666666667
Animals,Nickelback,3.0,2006-02-25,3,186586,3.109766666666667
In The Sun,Michael Stipe,1.0,2006-02-25,1,295000,4.916666666666667
Bring Out The Freak In You,Lil Rob,1.0,2006-02-25,7,229560,3.826
Cowboys Are Frequently Secretly (Fond Of Each Other),Willie Nelson,1.0,2006-03-04,1,218878,3.6479666666666666
Poppin' My Collar,Three 6 Mafia,1.0,2006-03-04,16,176880,2.948
Tell Me When To Go,E-40,1.0,2006-03-04,15,237666,3.9611
Rush,Aly,1.0,2006-03-04,11,191733,3.19555
Ridin',Chamillionaire,1.0,2006-03-04,31,303053,5.050883333333333
What's Left Of Me,Nick Lachey,1.0,2006-03-11,25,244666,4.077766666666666
Control Myself,LL Cool J,2.0,2006-03-11,11,233973,3.89955
Black Sweat,Prince,1.0,2006-03-11,1,191120,3.1853333333333333
Best Friend,50 Cent,1.0,2006-03-11,15,254493,4.24155
Wings Of A Butterfly,HIM,1.0,2006-03-11,2,211679,3.5279833333333332
Sorry,Madonna,1.0,2006-03-11,6,161627,2.693783333333333
Savin' Me,Nickelback,1.0,2006-03-18,28,219293,3.6548833333333333
I Write Sins Not Tragedies,Panic! At The Disco,1.0,2006-03-18,37,186634,3.1105666666666667
Why,Jason Aldean,1.0,2006-03-18,20,213733,3.5622166666666666
Always On Your Side,Sheryl Crow,1.0,2006-03-18,8,251373,4.18955
Can't Let Go,Anthony Hamilton,2.0,2006-03-18,19,232533,3.87555
When You're Mad,Ne-Yo,1.0,2006-03-18,20,222000,3.7
Girl,Paul Wall,1.0,2006-03-18,16,278453,4.640883333333333
What You Know,T.I.,1.0,2006-03-18,20,274333,4.572216666666667
The Real Thing,Bo Bice,1.0,2006-03-25,16,201666,3.3611
Something's Gotta Give,LeAnn Rimes,1.0,2006-03-25,18,236840,3.9473333333333334
In The Deep,Bird York,1.0,2006-03-25,1,214000,3.566666666666667
Wherever You Are,Jack Ingram,1.0,2006-03-25,13,215560,3.5926666666666667
Black Horse & The Cherry Tree,KT Tunstall,1.0,2006-03-25,30,172373,2.8728833333333332
4 Minutes,Avant,1.0,2006-03-25,14,240320,4.005333333333334
World Wide Suicide,Pearl Jam,2.0,2006-04-01,7,207346,3.455766666666667
Wasteland,10 Years,1.0,2006-04-01,2,229866,3.8311
Conceited (There's Something About Remy),Remy Ma,1.0,2006-04-01,5,219560,3.6593333333333335
The Only Difference Between Martyrdom And Suicide Is Press Coverage,Panic! At The Disco,1.0,2006-04-01,8,174866,2.914433333333333
Gettin' Some,Shawnna,1.0,2006-04-01,19,202760,3.3793333333333333
Hips Don't Lie,Shakira,1.0,2006-04-01,31,218093,3.6348833333333332
Gold Lion,Yeah Yeah Yeahs,2.0,2006-04-01,3,187133,3.1188833333333332
Settle For A Slowdown,Dierks Bentley,1.0,2006-04-01,18,223200,3.72
Llame Pa' Verte,Wisin,1.0,2006-04-08,1,194733,3.24555
Beautiful Love,The Afters,2.0,2006-04-08,7,240253,4.004216666666666
Snap Yo Fingers,Lil Jon,1.0,2006-04-08,28,274386,4.5731
The Lucky One,Faith Hill,1.0,2006-04-08,9,216426,3.6071
"A Little Less Sixteen Candles, A Little More Touch Me",Fall Out Boy,1.0,2006-04-08,13,169026,2.8171
Size Matters (Someday),Joe Nichols,1.0,2006-04-15,14,171906,2.8651
Say I,Christina Milian,1.0,2006-04-15,13,211440,3.524
It's Goin' Down,Yung Joc,1.0,2006-04-15,28,241840,4.030666666666667
Lo Que Son Las Cosas,Anais,1.0,2006-04-15,3,179226,2.9871
Speak,Godsmack,2.0,2006-04-15,3,235933,3.9322166666666667
How To Save A Life,The Fray,2.0,2006-04-15,58,262533,4.37555
When The Stars Go Blue,Tim McGraw,1.0,2006-04-15,20,235280,3.921333333333333
Back Like That,Ghostface Killah,1.0,2006-04-15,10,242000,4.033333333333333
Lo Que Me Gusta A Mi,Juanes,1.0,2006-04-15,1,210626,3.5104333333333333
Gimme That,Chris Brown,1.0,2006-04-22,20,186826,3.113766666666667
Where'd You Go,Fort Minor,1.0,2006-04-22,20,231866,3.8644333333333334
Dani California,Red Hot Chili Peppers,1.0,2006-04-22,26,282160,4.7026666666666666
Every Day Is Exactly The Same,Nine Inch Nails,1.0,2006-04-22,1,294893,4.914883333333333
Good Luck Charm,Jagged Edge,1.0,2006-04-22,10,264640,4.410666666666667
Enough Cryin,Mary J. Blige,1.0,2006-04-22,20,260893,4.348216666666667
Every Time I Hear Your Name,Keith Anderson,1.0,2006-04-22,19,263026,4.383766666666666
Stay With You,Goo Goo Dolls,2.0,2006-04-22,20,236560,3.9426666666666668
So What,Field Mob,1.0,2006-04-22,21,216000,3.6
Summertime,Kenny Chesney,1.0,2006-04-29,20,206586,3.4431
Why You Wanna,T.I.,1.0,2006-04-29,20,215000,3.5833333333333335
Let U Go,Ashley Parker Angel,1.0,2006-04-29,15,218746,3.645766666666667
Save The Last Dance For Me,Michael Buble,1.0,2006-04-29,1,218613,3.64355
Hate Me,Blue October,1.0,2006-04-29,28,380200,6.336666666666667
The Seashores Of Old Mexico,George Strait,1.0,2006-04-29,7,251333,4.188883333333333
Hustler Musik,Lil Wayne,3.0,2006-04-29,6,303666,5.0611
Say Somethin',Mariah Carey,1.0,2006-04-29,5,224440,3.740666666666667
The Adventure,Angels,1.0,2006-04-29,14,312533,5.2088833333333335
Me & U,Cassie,1.0,2006-04-29,27,192213,3.20355
Torn,LeToya,1.0,2006-05-06,20,262226,4.370433333333334
DJ Play A Love Song,Jamie Foxx,1.0,2006-05-06,14,258800,4.3133333333333335
Not Ready To Make Nice,Dixie Chicks,3.0,2006-05-06,24,237296,3.9549333333333334
We Run This,Missy Elliott,1.0,2006-05-06,5,204461,3.4076833333333334
Animal I Have Become,Three Days Grace,2.0,2006-05-06,20,231400,3.8566666666666665
MakeDamnSure,Taking Back Sunday,1.0,2006-05-06,18,208280,3.4713333333333334
Don't Forget To Remember Me,Carrie Underwood,1.0,2006-05-06,17,240266,4.004433333333333
The World,Brad Paisley,1.0,2006-05-06,20,241653,4.02755
Miss Murder,AFI,2.0,2006-05-13,20,206586,3.4431
Last Day Of My Life,Phil Vassar,1.0,2006-05-13,14,249066,4.1511
Unfaithful,Rihanna,1.0,2006-05-13,20,226973,3.7828833333333334
Do It To It,Cherish,1.0,2006-05-20,21,157890,2.6315
Crazy Bitch,Buckcherry,1.0,2006-05-20,20,202720,3.3786666666666667
Bossy,Kelis,1.0,2006-05-20,20,274946,4.582433333333333
Hustlin',Rick Ross,1.0,2006-05-20,17,254093,4.234883333333333
I Dare You,Shinedown,1.0,2006-05-20,2,234053,3.9008833333333333
Life Ain't Always Beautiful,Gary Allan,1.0,2006-05-20,16,224613,3.74355
Again And Again,Jewel,1.0,2006-05-20,2,236173,3.9362166666666667
Crazy,Gnarls Barkley,1.0,2006-05-20,29,182066,3.0344333333333333
Promiscuous,Nelly Furtado,1.0,2006-05-20,26,242293,4.038216666666667
Doing Too Much,Paula DeAnda,1.0,2006-05-20,16,247431,4.12385
"Steady, As She Goes",The Raconteurs,1.0,2006-05-27,20,215266,3.5877666666666665
U And Dat,E-40,1.0,2006-05-27,25,202720,3.3786666666666667
Buttons,The Pussycat Dolls,1.0,2006-05-27,30,225560,3.759333333333333
Me And My Gang,Rascal Flatts,1.0,2006-05-27,16,217986,3.6331
Soundtrack To Your Life,Ashley Parker Angel,1.0,2006-06-03,2,193266,3.2211
Chasing Cars,Snow Patrol,1.0,2006-06-03,45,267960,4.466
I Got You,Craig Morgan,1.0,2006-06-03,4,233653,3.894216666666667
I Am Not My Hair,India.Arie,1.0,2006-06-03,1,229893,3.83155
Snow ((Hey Oh)),Red Hot Chili Peppers,2.0,2006-06-03,20,334666,5.577766666666666
If You're Going Through Hell (Before The Devil Even Knows),Rodney Atkins,1.0,2006-06-03,20,216773,3.6128833333333334
A Little Too Late,Toby Keith,1.0,2006-06-03,15,248040,4.134
Ridin' Rims,Dem Franchize Boyz,1.0,2006-06-10,6,323960,5.399333333333334
I Love My B****,Busta Rhymes,1.0,2006-06-10,12,227666,3.7944333333333335
Wanted Dead Or Alive,Chris Daughtry,1.0,2006-06-10,3,271573,4.5262166666666666
Bring It On Home,Little Big Town,1.0,2006-06-10,18,260626,4.343766666666666
Don't Wait,Dashboard Confessional,2.0,2006-06-10,4,245000,4.083333333333333
Leave The Pieces,The Wreckers,1.0,2006-06-10,20,210560,3.509333333333333
(When You Gonna) Give It Up To Me,Sean Paul,1.0,2006-06-10,22,243880,4.064666666666667
Takin' It To The Streets,Taylor Hicks,2.0,2006-06-10,4,217333,3.6222166666666666
Shoulder Lean,Young Dro,1.0,2006-06-17,20,258680,4.311333333333334
Life Is A Highway,Rascal Flatts,1.0,2006-06-17,20,276320,4.605333333333333
I Can't Unlove You,Kenny Rogers,1.0,2006-06-17,5,204653,3.4108833333333335
One,Mary J. Blige And U2,1.0,2006-06-17,1,265000,4.416666666666667
Kick Push,Lupe Fiasco,1.0,2006-06-17,5,254466,4.2411
Why We Thugs,Ice Cube,1.0,2006-06-24,2,224106,3.7351
Angelito,Don Omar,2.0,2006-06-24,4,284933,4.748883333333334
"Mighty ""O""",OutKast,1.0,2006-06-24,2,256226,4.270433333333333
Ain't No Other Man,Christina Aguilera,1.0,2006-06-24,20,228906,3.8151
Down,RKM,2.0,2006-06-24,3,225693,3.76155
Crowded,Jeannie Ortega,2.0,2006-06-24,5,187400,3.1233333333333335
Single,Natasha Bedingfield,1.0,2006-06-24,6,237600,3.96
High,James Blunt,1.0,2006-06-24,1,243280,4.054666666666667
Holla At Me,DJ Khaled,1.0,2006-06-24,4,267000,4.45
Sexy Love,Ne-Yo,1.0,2006-06-24,22,220853,3.6808833333333335
Pullin' Me Back,Chingy,1.0,2006-07-01,20,234133,3.9022166666666664
Brand New Girlfriend,Steve Holy,1.0,2006-07-01,20,220186,3.669766666666667
Ghetto Story Chapter 2,Cham,2.0,2006-07-01,7,285480,4.758
Do I Make You Proud,Taylor Hicks,1.0,2006-07-01,8,248693,4.1448833333333335
Deja Vu,Beyonce,1.0,2006-07-01,17,240280,4.004666666666667
Hanging On,Cheyenne Kimball,2.0,2006-07-08,6,249160,4.152666666666667
Swing,Trace Adkins,1.0,2006-07-08,10,216706,3.6117666666666666
Coming Undone,Korn,1.0,2006-07-08,6,199773,3.32955
Is It Any Wonder?,Keane,2.0,2006-07-08,9,186173,3.102883333333333
Call On Me,Janet,1.0,2006-07-08,18,204266,3.4044333333333334
Stars Are Blind,Paris Hilton,1.0,2006-07-08,12,236600,3.9433333333333334
Would You Go With Me,Josh Turner,1.0,2006-07-15,20,228186,3.8031
Somewhere Over The Rainbow,Katharine McPhee,1.0,2006-07-15,4,210333,3.50555
Put Your Records On,Corinne Bailey Rae,1.0,2006-07-15,19,215360,3.5893333333333333
A Public Affair,Jessica Simpson,1.0,2006-07-15,12,201466,3.3577666666666666
My Destiny,Katharine McPhee,1.0,2006-07-15,2,227400,3.79
Yee Haw,Jake Owen,1.0,2006-07-15,7,172506,2.8751
I Know You See It,Yung Joc,1.0,2006-07-15,20,241306,4.021766666666666
Bojangles,Pitbull,1.0,2006-07-22,1,269640,4.494
8th Of November,Big,1.0,2006-07-22,2,298240,4.970666666666666
SexyBack,Justin Timberlake,1.0,2006-07-22,36,242733,4.04555
How 'Bout You,Eric Church,1.0,2006-07-22,4,230880,3.848
Saving Grace,Tom Petty,1.0,2006-07-22,1,226200,3.77
Lips Of An Angel,Hinder,1.0,2006-07-29,33,261853,4.364216666666667
Suddenly I See,KT Tunstall,2.0,2006-07-29,30,201706,3.3617666666666666
Gallery,Mario Vazquez,2.0,2006-07-29,20,223613,3.7268833333333333
The Riddle,Five For Fighting,2.0,2006-07-29,18,227026,3.7837666666666667
Scotty Doesn't Know,Lustra,1.0,2006-07-29,2,175200,2.92
Sunshine And Summertime,Faith Hill,1.0,2006-07-29,10,207173,3.4528833333333333
Waiting On The World To Change,John Mayer,1.0,2006-07-29,40,201173,3.352883333333333
I Call It Love,Lionel Richie,1.0,2006-08-05,20,198426,3.3071
The Kill (Bury Me),Thirty Seconds To Mars,1.0,2006-08-05,20,231533,3.8588833333333334
"Why, Why, Why",Billy Currington,1.0,2006-08-05,3,165346,2.7557666666666667
Invisible,Ashlee Simpson,1.0,2006-08-05,4,224626,3.7437666666666667
S.E.X.,Lyfe Jennings,1.0,2006-08-05,20,201333,3.35555
Original Fire,Audioslave,1.0,2006-08-05,2,218506,3.641766666666667
Far Away,Nickelback,1.0,2006-08-05,30,238160,3.969333333333333
Number One,Pharrell,1.0,2006-08-05,3,236573,3.9428833333333335
Who Said,Hannah Montana,3.0,2006-08-05,4,194973,3.24955
Labios Compartidos,Mana,2.0,2006-08-05,3,317626,5.2937666666666665
London Bridge,Fergie,1.0,2006-08-05,21,241306,4.021766666666666
Face Down,The Red Jumpsuit Apparatus,3.0,2006-08-05,43,192000,3.2
Building Bridges,Brooks,1.0,2006-08-05,12,262866,4.3811
Need A Boss,Shareefa,1.0,2006-08-12,18,234813,3.91355
Best Of Both Worlds,Hannah Montana,2.0,2006-08-12,2,174120,2.902
The Diary Of Jane,Breaking Benjamin,1.0,2006-08-12,20,200546,3.342433333333333
Get Up,Ciara,1.0,2006-08-12,20,261880,4.3646666666666665
Everytime Tha Beat Drop,Monica,1.0,2006-08-19,16,223293,3.72155
Chain Hang Low,Jibbs,1.0,2006-08-19,20,207586,3.459766666666667
Give It Away,George Strait,1.0,2006-08-19,19,209320,3.4886666666666666
About Us,Brooke Hogan,2.0,2006-08-19,17,203346,3.3891
Through Glass,Stone Sour,1.0,2006-08-19,26,282946,4.715766666666667
When You Were Young,The Killers,1.0,2006-08-26,20,220426,3.673766666666667
Entourage,Omarion,1.0,2006-08-26,5,235066,3.9177666666666666
Say Goodbye,Chris Brown,1.0,2006-08-26,23,289760,4.8293333333333335
I Loved Her First,Heartland,1.0,2006-08-26,20,212880,3.548
Every Mile A Memory,Dierks Bentley,1.0,2006-08-26,16,232720,3.8786666666666667
That Girl,Frankie J,1.0,2006-08-26,14,239293,3.9882166666666667
Money Maker,Ludacris,1.0,2006-08-26,25,230613,3.84355
Tell Me Baby,Red Hot Chili Peppers,2.0,2006-09-02,19,247666,4.127766666666667
Call Me When You're Sober,Evanescence,1.0,2006-09-02,22,214706,3.5784333333333334
It's Okay (One Blood),The Game,1.0,2006-09-02,15,257600,4.293333333333333
Show Stopper,Danity Kane,1.0,2006-09-02,20,229240,3.820666666666667
Too Little Too Late,JoJo,1.0,2006-09-02,22,221720,3.695333333333333
Show Me The Money,Petey Pablo,2.0,2006-09-02,5,224680,3.744666666666667
Morris Brown,OutKast,1.0,2006-09-09,1,264400,4.406666666666666
